序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
900,363,23.155781,112.818105,194.1,30.5,71.0,0.793
901,552,23.156382,112.819887,191.3,30.4,54.0,0.781
902,1595,23.156682,112.821729,113.7,22.0,24.0,0.73
903,605,23.157631,112.822143,193.4,20.9,57.0,0.554
904,476,23.157899,112.824012,199.6,35.1,66.0,0.455
905,505,23.158051,112.825957,211.3,26.3,67.0,0.681
906,596,23.157916,112.828018,203.3,23.6,66.0,0.651
907,581,23.157898,112.830007,220.3,8.0,74.0,0.334
908,423,23.158477,112.832068,197.3,34.4,85.0,0.508
909,275,23.158452,112.833997,204.4,29.4,102.0,0.533
910,234,23.1583,112.835989,204.3,27.9,109.0,0.785
911,221,23.158232,112.837986,123.0,28.1,2.0,0.814
912,10626,23.159266,112.837559,465.2,31.0,1.0,0.405
913,223,23.158362,112.842002,203.5,29.4,114.0,0.855
914,215,23.158534,112.843983,196.6,29.9,102.0,0.706
915,376,23.158676,112.8459,381.5,71.0,2.0,0.341
916,5185,23.158892,112.849625,76.5,29.7,5.0,0.807
917,243,23.159484,112.850007,208.5,29.3,107.0,0.846
918,201,23.159828,112.852012,206.9,31.9,111.0,0.828
919,226,23.160137,112.854007,201.5,32.4,111.0,0.871
920,262,23.160324,112.855967,206.7,34.9,105.0,0.828
921,341,23.16041,112.857987,208.1,27.5,100.0,0.853
922,342,23.16043,112.860022,203.7,32.8,104.0,0.813
923,259,23.160414,112.862014,205.5,31.2,106.0,0.807
924,233,23.160225,112.864014,203.3,22.0,90.0,0.73
925,279,23.159918,112.865975,194.8,17.9,66.0,0.58
926,497,23.159596,112.867848,113.1,21.4,28.0,0.718
927,1010,23.158625,112.868179,213.9,38.2,75.0,0.806
928,388,23.158392,112.870256,182.1,27.2,108.0,0.865
929,212,23.157948,112.87197,198.7,28.0,76.0,0.405
930,489,23.15736,112.873806,92.8,21.6,44.0,0.781
931,1078,23.156704,112.874367,176.0,37.1,81.0,0.746
932,225,23.15638,112.876052,208.7,28.2,108.0,0.839
933,227,23.155653,112.877934,163.7,17.0,52.0,0.379
934,1283,23.155185,112.879452,104.9,29.3,52.0,0.82
935,474,23.154658,112.880303,187.2,36.9,110.0,0.742
936,206,23.15397,112.881974,185.9,26.0,66.0,0.716
937,649,23.153337,112.883657,108.1,25.9,56.0,0.766
938,629,23.152588,112.88433,176.0,31.9,95.0,0.819
939,218,23.151974,112.885917,179.2,21.1,39.0,0.558
940,1263,23.151337,112.887528,138.4,25.8,38.0,0.667
941,305,23.150227,112.888139,180.9,28.4,62.0,0.728
942,479,23.149715,112.889819,200.8,27.1,28.0,0.745
943,413,23.147918,112.890012,166.4,39.0,15.0,0.769
944,393,23.146429,112.890185,215.8,35.3,20.0,0.782
945,24,23.145328,112.891923,134.3,37.4,17.0,0.825
946,131,23.144778,112.893093,304.3,48.1,77.0,0.796
947,378,23.143864,112.895898,148.8,37.0,67.0,0.828
948,1446,23.142641,112.896488,304.8,29.0,1.0,0.405
949,5808,23.140819,112.898714,164.2,34.2,19.0,0.696
950,638,23.140469,112.900274,181.2,37.8,84.0,0.826
951,265,23.13994,112.901951,178.5,49.6,66.0,0.635
952,1033,23.139332,112.903566,292.0,29.0,16.0,0.405
953,251,23.137875,112.905942,187.8,55.0,83.0,0.624
954,753,23.137289,112.907665,161.7,41.8,3.0,0.616
955,11690,23.137052,112.909225,127.1,41.5,2.0,0.721
956,246,23.136159,112.910001,204.2,35.1,119.0,0.849
957,317,23.135458,112.911847,107.9,35.8,41.0,0.807
958,3331,23.134855,112.912675,448.1,30.0,1.0,0.405
959,8485,23.132611,112.916315,222.4,60.5,4.0,0.465
960,1458,23.13278,112.918482,167.7,41.4,82.0,0.724
961,302,23.132381,112.920063,173.7,35.6,2.0,0.515
962,8792,23.130835,112.920311,459.9,76.0,0.0,0.405
963,8773,23.128531,112.924046,523.1,59.0,1.0,0.405
964,7149,23.126481,112.928649,176.2,41.3,9.0,0.724
965,1536,23.126548,112.93037,301.9,32.6,10.0,0.579
966,3228,23.124677,112.93251,181.6,37.2,42.0,0.779
967,568,23.124207,112.934211,173.7,41.1,21.0,0.748
968,4875,23.122677,112.934552,183.5,34.2,21.0,0.791
969,718,23.122274,112.936292,181.9,49.2,9.0,0.735
970,6535,23.120656,112.936557,179.5,49.1,11.0,0.68
971,841,23.120251,112.938256,174.8,43.8,10.0,0.733
972,6612,23.1187,112.938534,186.8,52.9,11.0,0.647
973,799,23.118277,112.940302,195.0,57.9,10.0,0.653
974,6646,23.116571,112.940742,164.4,58.7,11.0,0.724
975,694,23.116231,112.942306,180.9,48.0,13.0,0.744
976,5853,23.114643,112.942695,311.6,60.9,7.0,0.568
977,4378,23.112605,112.944787,499.3,30.0,2.0,0.467
978,7884,23.108251,112.945978,339.7,144.2,4.0,0.488
979,11804,23.105982,112.948202,284.2,51.2,4.0,0.453
980,8186,23.104836,112.950686,187.9,45.0,4.0,0.775
981,534,23.104306,112.952431,254.7,54.1,31.0,0.665
982,2301,23.102038,112.952774,115.8,55.3,32.0,0.768
983,109,23.101516,112.953753,284.1,16.0,19.0,0.405
984,328,23.099753,112.955764,190.6,38.2,84.0,0.775
985,338,23.098071,112.956121,187.3,80.9,17.0,0.636
986,1148,23.096419,112.956476,386.2,73.3,4.0,0.428
987,128,23.093575,112.958645,119.9,36.3,61.0,0.744
988,398,23.09379,112.959794,154.1,35.2,3.0,0.593
989,10033,23.093087,112.961092,165.5,32.4,3.0,0.566
990,776,23.091638,112.961458,185.8,38.9,68.0,0.807
991,318,23.090103,112.962176,165.6,43.4,64.0,0.789
992,2001,23.088685,112.962671,144.7,42.7,58.0,0.818
993,340,23.087835,112.963742,186.3,39.4,99.0,0.829
994,641,23.086336,112.964556,120.3,41.1,61.0,0.763
995,806,23.08555,112.965364,188.9,43.8,70.0,0.717
996,282,23.084033,112.966197,411.6,61.0,0.0,0.405
997,6654,23.080346,112.966547,289.4,85.2,10.0,0.562
998,2875,23.078597,112.968642,136.3,32.9,36.0,0.835
999,347,23.077896,112.969734,200.7,38.9,98.0,0.808
1000,448,23.076206,112.970424,207.4,42.4,58.0,0.695
1001,1925,23.074352,112.970646,230.3,47.3,17.0,0.624
1002,5505,23.072282,112.970593,299.6,36.6,6.0,0.585
1003,768,23.07014,112.972369,218.5,35.0,57.0,0.798
1004,1631,23.068197,112.972691,298.3,14.0,19.0,0.405
1005,267,23.065977,112.974328,198.6,29.0,89.0,0.82
1006,602,23.064198,112.974151,253.2,28.6,64.0,0.785
1007,795,23.061939,112.974465,176.0,40.8,51.0,0.796
1008,1754,23.060365,112.974642,211.4,47.0,16.0,0.733
1009,5600,23.058465,112.974666,260.7,45.8,5.0,0.572
1010,10074,23.056123,112.974792,150.6,29.3,0.0,0.589
1011,597,23.056149,112.976263,227.5,36.3,71.0,0.779
1012,883,23.054128,112.97661,182.4,38.6,45.0,0.792
1013,3157,23.052501,112.976833,205.3,42.4,9.0,0.73
1014,8181,23.050655,112.976802,157.2,30.1,3.0,0.824
1015,274,23.050031,112.978181,209.9,31.7,88.0,0.86
1016,554,23.048144,112.978171,235.3,36.7,76.0,0.828
1017,802,23.04605,112.978505,205.3,39.0,63.0,0.781
1018,1743,23.044226,112.978817,178.3,42.0,9.0,0.746
1019,8445,23.042626,112.978922,129.0,29.9,9.0,0.826
1020,298,23.041986,112.979974,210.6,31.9,88.0,0.825
1021,494,23.040094,112.980059,221.8,32.6,70.0,0.789
1022,782,23.038132,112.98045,199.2,33.0,39.0,0.802
1023,2340,23.036364,112.980767,127.5,35.5,28.0,0.81
1024,374,23.035928,112.981919,199.1,38.1,70.0,0.762
1025,541,23.034162,112.982238,247.6,24.5,34.0,0.668
1026,1139,23.032013,112.981602,336.7,31.0,1.0,0.405
1027,1945,23.030459,112.984426,166.7,36.0,29.0,0.724
1028,550,23.030183,112.986027,202.4,38.6,56.0,0.717
1029,461,23.029847,112.987971,207.1,34.0,64.0,0.745
1030,458,23.029769,112.989994,210.1,49.3,72.0,0.674
1031,315,23.02979,112.992046,196.0,34.9,69.0,0.723
1032,495,23.030225,112.993902,153.9,28.4,27.0,0.694
1033,1090,23.031583,112.994193,201.8,32.9,62.0,0.795
1034,485,23.032031,112.996104,170.1,39.7,70.0,0.645
1035,640,23.032316,112.997737,121.6,37.7,45.0,0.753
1036,1087,23.033276,112.998306,188.1,48.8,67.0,0.793
1037,452,23.033694,113.000088,199.8,50.2,90.0,0.793
1038,368,23.034045,113.002002,204.3,38.4,99.0,0.819
1039,339,23.03426,113.003985,101.6,24.5,3.0,0.667
1040,7611,23.035089,113.004402,333.9,60.0,1.0,0.405
1041,8291,23.035058,113.007666,99.1,19.6,2.0,0.649
1042,375,23.034226,113.008013,202.9,41.2,96.0,0.814
1043,396,23.034019,113.009983,204.7,35.9,87.0,0.786
1044,470,23.033698,113.011952,192.5,30.7,61.0,0.761
1045,743,23.033341,113.013793,93.0,44.3,30.0,0.726
1046,1119,23.032602,113.01422,303.1,29.8,8.0,0.542
1047,4648,23.030416,113.015988,234.7,51.3,14.0,0.557
1048,2273,23.030488,113.01828,313.3,69.0,8.0,0.498
1049,4424,23.028468,113.020414,201.5,43.4,21.0,0.6
1050,935,23.028431,113.022383,303.6,30.0,13.0,0.405
1051,1407,23.026453,113.024428,165.9,46.0,55.0,0.754
1052,327,23.025902,113.025934,168.9,43.4,48.0,0.748
1053,1599,23.024469,113.026485,238.1,41.3,6.0,0.573
1054,5898,23.022352,113.026145,241.5,63.3,8.0,0.547
1055,1064,23.022447,113.028503,139.6,37.4,60.0,0.783
1056,422,23.021781,113.029659,172.0,38.6,72.0,0.781
1057,644,23.020428,113.030474,142.9,30.7,72.0,0.835
1058,594,23.019607,113.031548,171.5,33.9,80.0,0.831
1059,433,23.018272,113.032386,135.8,26.1,66.0,0.846
1060,848,23.017522,113.033433,171.2,33.4,69.0,0.806
1061,285,23.016215,113.034319,142.3,30.0,56.0,0.842
1062,1172,23.015405,113.035396,158.6,34.8,54.0,0.765
1063,228,23.014192,113.036211,151.7,33.3,55.0,0.74
1064,1258,23.013332,113.037362,149.1,28.5,56.0,0.821
1065,190,23.012229,113.038188,155.6,41.1,63.0,0.812
1066,1046,23.0114,113.039414,150.8,32.0,59.0,0.86
1067,220,23.010268,113.040227,161.5,31.6,67.0,0.869
1068,725,23.009456,113.041534,142.8,43.2,60.0,0.8
1069,304,23.008357,113.042256,165.4,37.5,88.0,0.851
1070,502,23.007607,113.043651,145.6,36.3,75.0,0.848
1071,525,23.006459,113.044336,179.0,29.7,86.0,0.854
1072,278,23.005699,113.045878,128.0,30.2,48.0,0.809
1073,1607,23.004691,113.046481,172.4,32.4,48.0,0.79
1074,268,23.004205,113.048081,200.0,29.2,87.0,0.83
1075,271,23.003742,113.049969,203.3,39.4,86.0,0.714
1076,391,23.003507,113.051938,209.7,37.7,81.0,0.758
1077,462,23.003406,113.053984,207.4,36.6,82.0,0.729
1078,316,23.003427,113.056011,208.5,48.2,84.0,0.636
1079,332,23.003912,113.057978,201.9,54.5,67.0,0.515
1080,559,23.004352,113.059892,105.7,35.3,25.0,0.715
1081,1728,23.005224,113.060303,180.6,39.1,56.0,0.826
1082,693,23.005446,113.062051,235.2,36.5,1.0,0.429
1083,1495,23.004357,113.064021,302.9,30.0,3.0,0.51
1084,4440,23.002345,113.066016,331.2,30.0,2.0,0.51
1085,6789,22.999809,113.067714,268.2,30.0,4.0,0.405
1086,4621,23.000466,113.070235,329.3,33.0,4.0,0.52
1087,4244,22.998203,113.07231,207.2,44.8,13.0,0.635
1088,709,22.998298,113.074331,226.2,31.9,43.0,0.764
1089,1859,22.996269,113.074484,296.5,30.0,11.0,0.467
1090,607,22.994153,113.076246,195.3,32.7,53.0,0.768
1091,1751,22.992432,113.076629,129.0,34.7,48.0,0.787
1092,512,22.991858,113.077725,203.3,33.9,72.0,0.72
1093,418,22.990114,113.078318,169.4,28.6,45.0,0.848
1094,3056,22.988655,113.078795,131.6,30.9,49.0,0.856
1095,266,22.987933,113.079813,179.8,31.4,77.0,0.859
1096,798,22.986467,113.080555,142.3,31.6,76.0,0.826
1097,394,22.985728,113.08169,165.4,31.2,73.0,0.826
1098,609,22.984407,113.082435,158.6,28.6,72.0,0.831
1099,364,22.983747,113.083808,143.6,27.9,52.0,0.803
1100,893,22.982579,113.084406,184.6,25.0,55.0,0.793
1101,219,22.98193,113.086066,137.9,24.0,5.0,0.741
1102,8607,22.980925,113.086855,151.5,24.4,5.0,0.618
1103,881,22.980771,113.088325,178.1,23.8,49.0,0.692
1104,365,22.980457,113.090031,206.3,24.8,76.0,0.758
1105,236,22.980158,113.09202,205.9,31.7,107.0,0.796
1106,179,22.979812,113.093996,197.3,35.2,111.0,0.811
1107,239,22.979415,113.095874,100.5,27.2,49.0,0.857
1108,3232,22.978838,113.09663,169.1,30.4,51.0,0.798
1109,499,22.978427,113.098221,179.6,30.5,93.0,0.855
1110,185,22.97829,113.099969,172.5,26.9,14.0,0.834
1111,6049,22.97691,113.100739,140.9,29.4,14.0,0.807
1112,1056,22.976685,113.102093,209.4,28.7,49.0,0.796
1113,553,22.976503,113.104129,196.3,28.6,69.0,0.822
1114,369,22.976374,113.106042,205.2,28.5,80.0,0.729
1115,311,22.976337,113.108045,202.5,27.9,87.0,0.751
1116,313,22.976461,113.110018,198.8,29.4,87.0,0.752
1117,370,22.976661,113.111948,188.9,31.1,65.0,0.711
1118,778,22.976796,113.113787,59.6,30.5,21.0,0.791
1119,681,22.977228,113.114131,176.0,27.5,1.0,0.835
1120,1877,22.976894,113.115812,168.9,27.6,11.0,0.659
1121,5699,22.976948,113.117461,97.2,38.2,9.0,0.738
1122,232,22.977637,113.118044,301.0,59.0,2.0,0.305
1123,7155,22.979403,113.120273,220.6,48.2,6.0,0.511
1124,3633,22.979166,113.122412,184.2,63.9,23.0,0.554
1125,954,22.979329,113.124203,202.6,46.0,58.0,0.648
1126,367,22.979659,113.12615,197.1,34.3,87.0,0.754
1127,161,22.980178,113.127991,147.6,29.4,25.0,0.74
1128,2865,22.981444,113.128425,297.7,39.7,3.0,0.444
1129,5912,22.983258,113.130564,193.0,40.1,17.0,0.71
1130,558,22.983505,113.132431,163.5,28.5,95.0,0.848
1131,198,22.984285,113.133785,294.8,81.9,13.0,0.0
1132,168,22.985929,113.136044,181.9,37.6,110.0,0.803
1133,484,22.986644,113.137642,208.5,90.8,32.0,0.456
1134,3225,22.986615,113.139679,227.8,42.1,16.0,0.638
1135,6054,22.986743,113.1419,293.2,30.5,3.0,0.463
1136,308,22.988593,113.143941,205.2,35.7,87.0,0.764
1137,610,22.988529,113.145945,227.4,31.4,70.0,0.774
1138,515,22.988453,113.148165,193.2,25.1,81.0,0.814
1139,299,22.988398,113.150051,202.9,28.1,85.0,0.737
1140,235,22.988164,113.152017,141.7,22.8,9.0,0.756
1141,5050,22.986893,113.152112,221.8,32.2,13.0,0.821
1142,2018,22.986898,113.154279,208.5,33.7,4.0,0.637
1143,229,22.987817,113.156055,201.3,30.7,70.0,0.707
1144,148,22.987977,113.158014,154.2,24.2,37.0,0.767
1145,1201,22.988579,113.159371,177.8,22.8,36.0,0.691
1146,146,22.990102,113.159899,212.3,28.8,90.0,0.797
1147,135,22.9919,113.160596,175.5,25.0,50.0,0.633
1148,1589,22.993475,113.160711,93.0,32.8,41.0,0.823
1149,163,22.99412,113.161289,441.0,30.0,1.0,0.405
1150,116,22.998001,113.162178,220.0,28.2,104.0,0.722
1151,122,22.999975,113.162324,206.9,25.3,84.0,0.704
1152,189,23.001832,113.162202,156.6,26.4,40.0,0.748
1153,1207,23.00237,113.160788,188.1,33.9,66.0,0.83
1154,496,23.004058,113.160661,200.9,27.2,47.0,0.837
1155,618,23.005864,113.160659,163.2,21.8,15.0,0.656
1156,3981,23.00732,113.160867,132.1,26.2,15.0,0.754
1157,145,23.007977,113.161942,176.2,23.6,51.0,0.716
1158,986,23.009451,113.162574,155.8,25.1,51.0,0.778
1159,170,23.010219,113.163847,142.8,23.8,44.0,0.742
1160,1648,23.011292,113.164613,162.5,26.4,44.0,0.715
1161,159,23.011982,113.166013,158.6,20.9,8.0,0.651
1162,6518,23.013128,113.166935,140.2,22.5,8.0,0.396
1163,386,23.0135,113.168244,193.4,33.1,95.0,0.742
1164,205,23.014382,113.169873,166.1,44.6,42.0,0.705
1165,2834,23.014728,113.171452,202.3,89.5,6.0,0.467
1166,7129,23.01483,113.173425,312.5,49.7,5.0,0.459
1167,1983,23.016636,113.175764,123.5,40.6,20.0,0.638
1168,310,23.017706,113.176086,199.6,31.8,97.0,0.84
1169,269,23.018271,113.177937,202.4,42.9,85.0,0.72
1170,543,23.01836,113.179912,212.1,52.2,69.0,0.649
1171,643,23.018403,113.181984,288.0,27.0,3.0,0.405
1172,4194,23.016643,113.184049,223.8,45.8,26.0,0.759
1173,2085,23.016642,113.186236,184.4,41.0,56.0,0.818
1174,858,23.016412,113.188021,218.6,53.5,72.0,0.778
1175,585,23.016126,113.190134,196.8,43.4,88.0,0.783
1176,383,23.016046,113.192054,199.9,50.2,101.0,0.749
1177,322,23.015913,113.194002,204.9,42.5,105.0,0.816
1178,320,23.015828,113.196002,200.9,46.4,110.0,0.836
1179,354,23.015805,113.197965,211.9,40.9,107.0,0.811
1180,335,23.015888,113.200034,201.3,34.8,102.0,0.801
1181,372,23.016009,113.201996,203.8,56.9,87.0,0.602
1182,419,23.016019,113.203988,203.9,34.9,77.0,0.737
1183,488,23.016083,113.205979,199.8,35.3,56.0,0.784
1184,670,23.016263,113.207921,175.1,27.2,27.0,0.72
1185,2260,23.016689,113.209569,287.7,8.0,2.0,0.405
1186,909,23.018316,113.211754,185.4,27.9,36.0,0.662
1187,382,23.019959,113.212061,207.1,46.8,52.0,0.656
1188,735,23.021798,113.212384,237.6,46.1,33.0,0.636
1189,1487,23.023935,113.212408,247.8,55.8,32.0,0.688
1190,1271,23.026147,113.212116,283.1,43.3,8.0,0.5
1191,1744,23.028247,113.210551,213.4,29.7,56.0,0.828
1192,547,23.03014,113.210214,210.6,38.9,79.0,0.788
1193,258,23.032024,113.209998,221.2,38.2,89.0,0.805
1194,264,23.034009,113.210137,215.0,28.3,88.0,0.804
1195,281,23.035938,113.210281,104.9,35.1,35.0,0.766
1196,1464,23.036216,113.211261,224.7,32.5,61.0,0.704
1197,300,23.038226,113.211495,190.7,29.2,102.0,0.847
1198,173,23.039853,113.212084,160.7,29.3,43.0,0.778
1199,1106,23.040395,113.213539,191.0,29.2,44.0,0.714
1200,244,23.042088,113.21385,170.0,21.5,42.0,0.724
1201,570,23.043563,113.214291,272.6,9.0,2.0,0.405
1202,0,23.044299,113.211749,,,,
