序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
335,8168,22.580158,113.714687,81.1,23.4,4.0,0.516
336,8898,22.579626,113.715227,198.5,21.8,4.0,0.474
337,7249,22.577888,113.715668,221.5,20.5,6.0,0.541
338,6342,22.575967,113.716237,205.1,21.0,5.0,0.519
339,9131,22.574162,113.71665,97.4,20.2,3.0,0.48
340,8506,22.573559,113.717339,198.3,21.7,4.0,0.531
341,7156,22.571884,113.718001,186.7,19.8,6.0,0.505
342,6985,22.570245,113.718399,189.8,19.5,6.0,0.514
343,10232,22.568553,113.718645,128.8,19.3,5.0,0.516
344,7854,22.567733,113.719531,193.3,20.4,5.0,0.506
345,6896,22.566069,113.720074,203.2,20.0,5.0,0.514
346,7604,22.56429,113.720528,94.4,14.0,2.0,0.454
347,10396,22.563835,113.721304,209.4,17.5,3.0,0.459
348,6524,22.561981,113.721663,227.3,18.5,6.0,0.521
349,6912,22.560039,113.722353,182.5,14.4,4.0,0.472
350,9232,22.558437,113.722742,103.8,15.8,4.0,0.447
351,7573,22.557701,113.723363,207.9,18.2,6.0,0.478
352,6320,22.555911,113.723946,202.0,18.8,5.0,0.48
353,7861,22.554171,113.724513,219.6,45.5,3.0,0.32
354,10064,22.552258,113.723979,275.4,37.5,2.0,0.334
355,12274,22.549813,113.724403,278.0,22.0,2.0,0.399
356,11006,22.547964,113.726225,231.3,22.7,3.0,0.454
357,9580,22.545931,113.725751,207.4,30.0,3.0,0.405
358,10912,22.544078,113.725983,287.2,40.7,2.0,0.442
359,10956,22.542008,113.727654,225.3,33.0,4.0,0.412
360,10925,22.539982,113.727699,903.9,15.0,1.0,0.405
361,12208,22.531941,113.726407,730.3,28.0,2.0,0.444
362,12170,22.526486,113.730367,306.0,33.0,2.0,0.405
363,12151,22.523748,113.730661,183.9,27.0,2.0,0.405
364,10354,22.522262,113.731447,369.1,49.0,2.0,0.285
365,12159,22.520229,113.734288,489.2,14.5,3.0,0.357
366,10332,22.51584,113.734623,199.8,23.5,3.0,0.453
367,12133,22.514115,113.735169,485.8,18.5,3.0,0.346
368,10568,22.509779,113.735739,473.7,29.0,1.0,0.405
369,10219,22.508037,113.739947,242.8,25.0,2.0,0.424
370,10562,22.505918,113.740516,239.4,19.5,2.0,0.352
371,10633,22.503989,113.74155,223.3,20.0,2.0,0.361
372,9021,22.501988,113.741741,239.3,21.0,2.0,0.376
373,9032,22.499861,113.742092,208.5,19.5,2.0,0.352
374,8293,22.498023,113.742493,175.5,12.5,2.0,0.424
375,10661,22.496479,113.742848,293.5,20.0,2.0,0.361
376,7727,22.493895,113.74343,223.5,20.0,3.0,0.361
377,9042,22.491936,113.74392,203.8,15.3,3.0,0.384
378,8413,22.490146,113.74435,225.5,17.8,3.0,0.462
379,9566,22.488153,113.74475,252.9,21.0,3.0,0.487
380,8410,22.48594,113.745322,224.4,17.3,2.0,0.444
381,8271,22.483982,113.745848,232.2,31.3,2.0,0.405
382,8446,22.481921,113.746214,205.1,28.0,2.0,0.492
383,9985,22.480094,113.746482,230.4,21.7,2.0,0.438
384,12058,22.478162,113.747294,264.2,31.0,2.0,0.383
385,9075,22.475801,113.747579,210.4,19.0,2.0,0.366
386,8238,22.473932,113.747893,209.6,21.7,2.0,0.438
387,8209,22.47206,113.748136,230.9,25.3,2.0,0.332
388,8502,22.470004,113.748455,208.9,21.3,2.0,0.438
389,9097,22.468142,113.748726,259.1,19.5,2.0,0.363
390,10834,22.465849,113.749172,222.3,10.0,1.0,0.405
391,12045,22.463921,113.748597,436.7,23.0,1.0,0.405
392,12028,22.459999,113.748811,446.9,23.0,1.0,0.405
393,12007,22.455981,113.748892,236.9,20.0,2.0,0.361
