序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
216,2960,23.135907,111.882048,181.3,50.4,8.0,0.0
217,3788,23.135501,111.883766,277.0,76.9,2.0,0.0
218,2562,23.134075,111.885986,199.6,30.0,11.0,0.405
219,3077,23.13365,111.887883,206.5,57.4,7.0,0.0
220,4786,23.133286,111.889863,260.9,72.5,2.0,0.0
221,2550,23.132033,111.89202,205.6,30.0,13.0,0.405
222,2766,23.131649,111.893987,191.5,30.0,11.0,0.405
223,3669,23.131403,111.89584,205.1,45.0,9.0,0.396
224,4641,23.13121,111.897835,433.0,90.0,1.0,0.405
225,2074,23.130345,111.901963,296.8,82.4,1.0,0.0
226,3176,23.128444,111.904001,206.5,29.3,24.0,0.735
227,2760,23.128382,111.906019,195.6,31.9,27.0,0.72
228,2919,23.128238,111.907926,208.2,29.3,27.0,0.719
229,2759,23.128168,111.90996,214.5,31.5,28.0,0.739
230,2714,23.128204,111.912058,195.3,28.6,29.0,0.742
231,2598,23.128271,111.913966,206.8,29.7,27.0,0.716
232,2835,23.128366,111.915986,208.2,32.6,24.0,0.696
233,2953,23.128523,111.918015,199.5,31.4,21.0,0.703
234,3284,23.128655,111.919961,241.1,30.0,6.0,0.405
235,2276,23.129782,111.921975,210.0,37.5,24.0,0.492
236,2008,23.12978,111.924029,207.0,52.4,33.0,0.619
237,1805,23.129793,111.926053,191.4,33.8,35.0,0.709
238,2201,23.129952,111.927917,207.1,33.4,31.0,0.713
239,2514,23.130163,111.929929,408.6,30.0,1.0,0.405
240,3607,23.130732,111.933876,191.2,27.8,10.0,0.64
241,5373,23.13078,111.935746,421.7,29.0,0.0,0.405
242,8027,23.130365,111.939845,83.2,23.1,1.0,0.0
243,252,23.131079,111.939602,272.9,39.7,39.0,0.563
244,1588,23.132238,111.941955,210.8,27.3,36.0,0.724
245,1849,23.132389,111.94401,215.3,29.6,35.0,0.685
246,1880,23.132529,111.94611,193.7,28.9,31.0,0.698
247,2123,23.132602,111.948003,204.6,28.6,29.0,0.589
248,1994,23.132564,111.950003,217.8,20.5,1.0,0.536
249,4154,23.133172,111.952027,208.4,29.2,10.0,0.659
250,4987,23.133129,111.954064,212.0,27.6,3.0,0.539
251,2298,23.132413,111.955986,197.7,24.6,28.0,0.673
252,2268,23.132226,111.957909,212.5,30.5,29.0,0.723
253,2425,23.131825,111.95994,193.2,28.1,20.0,0.719
254,3612,23.131376,111.961765,272.0,25.0,2.0,0.416
255,2006,23.130018,111.963978,177.4,27.2,20.0,0.712
256,3781,23.129372,111.965564,221.6,18.0,2.0,0.405
257,8046,23.129767,111.967688,249.5,17.0,2.0,0.405
258,2986,23.127526,111.967575,222.6,13.0,2.0,0.405
259,9770,23.127936,111.969706,265.8,14.5,2.0,0.43
260,3521,23.125561,111.969412,298.6,18.0,1.0,0.405
261,7987,23.125879,111.972312,284.0,18.0,1.0,0.405
262,5820,23.123493,111.971321,188.9,25.4,8.0,0.662
263,2611,23.121799,111.971465,212.5,25.7,26.0,0.708
264,1336,23.119939,111.971942,221.5,14.5,2.0,0.445
265,6547,23.119721,111.974095,250.1,19.3,4.0,0.438
266,4083,23.117611,111.973246,194.8,23.3,18.0,0.694
267,1964,23.115865,111.973402,211.3,22.9,32.0,0.736
268,1053,23.113986,111.97371,221.5,22.5,43.0,0.742
269,982,23.112019,111.974056,220.0,28.3,41.0,0.764
270,1140,23.11007,111.974422,208.1,31.1,36.0,0.678
271,1796,23.108212,111.974674,83.4,22.8,18.0,0.764
272,2222,23.107775,111.975336,198.0,26.3,30.0,0.705
273,1226,23.106004,111.975534,225.1,25.4,39.0,0.691
274,1100,23.104008,111.975904,217.8,27.0,37.0,0.756
275,1321,23.102092,111.976343,194.5,33.6,20.0,0.683
276,3271,23.100368,111.97667,291.3,30.0,3.0,0.405
277,1459,23.098146,111.978178,187.3,30.1,13.0,0.614
278,2011,23.097935,111.979994,154.8,20.0,6.0,0.361
279,4828,23.097537,111.981445,192.5,40.0,8.0,0.414
280,1883,23.095871,111.981953,306.3,30.0,5.0,0.405
281,1564,23.093802,111.983931,177.8,29.8,9.0,0.542
282,4662,23.093446,111.985625,298.8,61.0,4.0,0.405
283,2392,23.091478,111.987614,293.9,81.6,4.0,0.0
284,1210,23.089926,111.98994,198.4,52.8,24.0,0.496
285,1687,23.089557,111.991838,279.1,8.0,5.0,0.405
286,912,23.088102,111.994062,196.8,33.9,40.0,0.555
287,1159,23.088097,111.995986,207.7,30.3,25.0,0.588
288,1592,23.087748,111.997981,207.6,42.0,20.0,0.476
289,1972,23.087384,111.999971,183.1,37.5,13.0,0.484
290,3485,23.087147,112.001742,251.4,69.8,2.0,0.0
291,807,23.086243,112.003995,199.6,30.9,45.0,0.604
292,1011,23.086131,112.005942,212.7,29.8,38.0,0.535
293,1194,23.085903,112.008007,207.3,40.0,24.0,0.442
294,1654,23.085704,112.010022,201.4,29.3,18.0,0.504
295,1960,23.08547,112.011975,194.7,31.0,12.0,0.405
296,2859,23.085329,112.013872,278.8,77.4,1.0,0.0
297,884,23.083862,112.016082,185.5,27.2,37.0,0.514
298,1352,23.084062,112.017883,161.7,24.3,19.0,0.551
299,2682,23.082642,112.018224,196.4,27.4,39.0,0.787
300,1582,23.082012,112.020017,186.2,17.2,30.0,0.533
301,1934,23.081882,112.021832,156.7,23.1,26.0,0.634
302,2590,23.080544,112.022314,186.7,28.6,39.0,0.795
303,1695,23.079657,112.023864,129.4,26.6,14.0,0.786
304,6560,23.078843,112.024769,149.6,28.3,15.0,0.769
305,1604,23.078331,112.026122,203.5,26.4,39.0,0.799
306,1725,23.077531,112.027911,225.0,62.5,11.0,0.0
307,1879,23.078089,112.030026,392.1,60.0,1.0,0.405
308,4220,23.07737,112.033778,290.7,80.8,2.0,0.0
309,1386,23.075772,112.036027,198.3,36.9,29.0,0.61
310,1584,23.075578,112.037954,205.8,36.0,28.0,0.611
311,1614,23.075568,112.039966,207.6,32.8,29.0,0.606
312,1291,23.075609,112.041994,209.8,25.8,38.0,0.641
313,1031,23.075757,112.044039,203.5,61.9,49.0,0.426
314,844,23.075929,112.046019,198.8,28.1,56.0,0.789
315,874,23.076167,112.047946,201.3,24.9,48.0,0.735
316,1373,23.07628,112.049909,214.8,26.4,36.0,0.757
317,2015,23.07646,112.052,198.8,24.8,32.0,0.783
318,2592,23.076721,112.053922,342.6,7.0,17.0,0.405
319,901,23.075409,112.056952,15.8,46.0,4.0,0.361
320,2495,23.075494,112.057075,251.0,26.5,3.0,0.447
321,1177,23.077593,112.057978,194.4,26.0,45.0,0.78
322,1404,23.077667,112.059877,226.1,32.1,41.0,0.756
323,1891,23.077907,112.062072,202.7,34.3,41.0,0.728
324,1905,23.078153,112.064035,202.3,32.1,37.0,0.788
325,2113,23.078426,112.065991,192.1,30.9,30.0,0.769
326,2781,23.078701,112.067845,238.2,29.7,6.0,0.507
327,1486,23.079607,112.069955,205.3,26.5,38.0,0.767
328,1513,23.079931,112.07193,209.4,25.8,35.0,0.787
329,2137,23.080389,112.073916,184.2,28.7,15.0,0.75
330,4524,23.080674,112.075689,275.2,21.6,3.0,0.636
331,1560,23.08218,112.077823,190.3,32.7,24.0,0.756
332,3697,23.082623,112.07962,189.2,21.0,2.0,0.652
333,11894,23.082756,112.081464,169.8,22.2,2.0,0.597
334,1440,23.084244,112.081837,173.3,24.4,23.0,0.747
335,3875,23.084663,112.083468,303.7,18.0,5.0,0.405
336,1405,23.086382,112.085775,138.6,22.6,22.0,0.646
337,1733,23.087548,112.086255,183.5,31.6,34.0,0.593
338,804,23.087941,112.087997,192.9,26.8,49.0,0.799
339,1356,23.088484,112.089788,152.2,30.1,15.0,0.695
340,4887,23.088738,112.09125,137.4,29.0,12.0,0.754
341,808,23.089749,112.092022,206.9,27.0,51.0,0.769
342,958,23.090164,112.093994,202.8,27.1,48.0,0.803
343,1247,23.090401,112.09596,210.1,30.7,41.0,0.773
344,1472,23.090457,112.098013,206.2,27.1,42.0,0.778
345,1173,23.090303,112.100022,205.3,27.4,45.0,0.77
346,1091,23.09011,112.102018,208.1,22.3,40.0,0.723
347,1265,23.089663,112.103993,209.7,21.6,22.0,0.508
348,2012,23.089696,112.106043,209.4,19.0,17.0,0.405
349,1936,23.089913,112.108077,186.6,51.8,16.0,0.0
350,2963,23.089414,112.10982,252.5,70.1,4.0,0.0
351,1593,23.08835,112.112,207.9,57.8,19.0,0.0
352,1739,23.088006,112.113998,205.2,31.0,19.0,0.405
